user_played, instrument_name, velocity, pitch, start (s), end (s)
False,piano,72,37,6.184374999999999,6.753125000000001
False,piano,57,56,6.370833333333334,6.614583333333334
False,piano,85,73,6.370833333333334,6.754166666666666
True,piano,64,63,6.370833333333334,6.754166666666666
True,piano,52,63,6.754166666666666,6.893750000000001
False,piano,48,53,6.754166666666666,6.893750000000001
False,piano,55,56,6.754166666666666,6.9052083333333325
False,piano,58,37,6.754166666666666,7.067708333333334
False,piano,71,72,6.754166666666666,7.148958333333333
False,piano,74,44,6.835416666666667,6.997916666666667
False,piano,94,44,6.997916666666667,7.137499999999999
False,piano,82,44,7.136458333333334,7.519791666666666
False,piano,44,53,7.147916666666667,7.426041666666666
False,piano,36,56,7.147916666666667,7.449999999999999
False,piano,54,41,7.147916666666667,7.508333333333333
True,piano,54,63,7.147916666666667,7.542708333333334
True,piano,65,70,7.147916666666667,7.705208333333333
True,piano,39,60,7.241666666666667,7.4385416666666675
False,piano,80,44,7.519791666666666,7.716666666666667
False,piano,67,39,7.636458333333334,7.776041666666666
False,piano,60,77,7.740625,8.472916666666666
False,piano,100,39,7.775,8.089583333333334
False,piano,39,58,7.892708333333333,8.089583333333334
True,piano,59,65,8.089583333333334,8.263541666666665
False,piano,69,39,8.089583333333334,8.274999999999999
True,piano,60,61,8.102083333333333,8.287500000000001
False,piano,59,58,8.102083333333333,8.322916666666668
False,piano,97,39,8.276041666666668,8.472916666666666
False,piano,73,39,8.472916666666666,8.646875000000001
False,piano,39,58,8.484375,8.681249999999999
False,piano,64,46,8.484375,9.076041666666665
False,piano,41,58,8.682291666666668,8.844791666666666
True,piano,40,66,8.682291666666668,8.867708333333333
False,piano,58,54,8.682291666666668,8.879166666666666
False,piano,35,42,8.682291666666668,8.9375
True,piano,66,61,8.682291666666668,8.960416666666667
True,piano,61,70,8.693750000000001,9.054166666666667
True,piano,52,60,9.065625,9.239583333333332
False,piano,57,46,9.077083333333334,9.216666666666665
False,piano,57,54,9.077083333333334,9.239583333333332
False,piano,46,58,9.077083333333334,9.309375
False,piano,66,77,9.077083333333334,9.84375
False,piano,74,44,9.251041666666666,9.680208333333333
False,piano,55,54,9.448958333333334,9.832291666666666
True,piano,65,60,9.460416666666667,9.704166666666666
False,piano,62,54,9.83125,10.215625
True,piano,50,65,9.83125,10.25
True,piano,62,60,9.842708333333334,10.16875
False,piano,62,44,9.879166666666666,10.041666666666668
False,piano,48,32,9.914583333333333,10.111458333333335
False,piano,78,39,9.926041666666666,10.077083333333334
False,piano,101,39,10.088541666666668,10.425
True,piano,52,65,10.413541666666667,10.587499999999999
False,piano,64,54,10.413541666666667,10.634374999999999
True,piano,68,60,10.413541666666667,10.645833333333332
False,piano,78,39,10.425,10.703125
False,piano,68,77,10.610416666666666,10.970833333333335
False,piano,71,39,10.703125,10.842708333333334
False,piano,43,49,10.796875,10.936458333333334
False,piano,79,37,10.796875,10.982291666666665
False,piano,66,37,10.982291666666665,11.354166666666668
False,piano,58,56,10.993749999999999,11.203125
True,piano,44,60,10.993749999999999,11.214583333333334
False,piano,58,75,10.993749999999999,11.377083333333335
True,piano,52,63,10.993749999999999,11.48125
False,piano,58,37,11.354166666666668,11.609375
False,piano,59,56,11.365625000000001,11.516666666666666
False,piano,68,73,11.388541666666665,11.748958333333334
False,piano,63,44,11.411458333333332,11.551041666666666
False,piano,92,44,11.5625,11.946874999999999
False,piano,60,72,11.771875000000001,12.260416666666668
False,piano,39,41,11.901041666666668,12.063541666666666
False,piano,51,53,11.935416666666665,12.086458333333333
True,piano,50,63,11.946874999999999,12.109375
False,piano,72,44,11.946874999999999,12.330208333333335
False,piano,44,56,11.946874999999999,12.411458333333332
True,piano,41,60,11.958333333333332,12.109375
False,piano,72,75,12.15625,12.655208333333334
False,piano,51,44,12.330208333333335,12.469791666666666
True,piano,50,63,12.330208333333335,12.492708333333333
False,piano,89,37,12.388541666666665,12.713541666666668
False,piano,73,73,12.528125,12.899999999999999
False,piano,59,37,12.713541666666668,12.898958333333333
False,piano,63,56,12.713541666666668,12.910416666666666
True,piano,74,63,12.713541666666668,12.957291666666666
False,piano,48,44,12.725000000000001,13.096875
False,piano,63,37,12.898958333333333,13.165624999999999
False,piano,75,72,12.922916666666666,13.306249999999999
False,piano,99,44,13.096875,13.29375
False,piano,40,53,13.29375,13.467708333333334
False,piano,79,44,13.29375,13.688541666666666
True,piano,37,63,13.305208333333333,13.444791666666667
True,piano,66,70,13.305208333333333,13.875
False,piano,53,41,13.316666666666666,13.560416666666665
False,piano,81,44,13.688541666666666,13.8875
False,piano,72,39,13.78125,13.933333333333334
True,piano,64,70,13.876041666666666,14.595833333333335
False,piano,90,39,13.945833333333333,14.085416666666667
True,piano,53,61,14.061458333333334,14.258333333333333
False,piano,71,39,14.084375000000001,14.526041666666668
False,piano,68,54,14.45625,14.641666666666666
True,piano,57,61,14.45625,14.665624999999999
False,piano,58,82,14.45625,14.955208333333335
False,piano,61,39,14.526041666666668,14.758333333333333
False,piano,89,46,14.641666666666666,15.047916666666666
False,piano,36,42,15.024999999999999,15.164583333333333
False,piano,52,54,15.036458333333332,15.221875
False,piano,54,80,15.036458333333332,15.372916666666665
True,piano,68,61,15.047916666666666,15.326041666666665
False,piano,54,58,15.047916666666666,15.372916666666665
False,piano,63,46,15.047916666666666,15.372916666666665
False,piano,72,44,15.408333333333335,15.978124999999999
False,piano,52,54,15.419791666666665,15.59375
True,piano,57,60,15.419791666666665,15.652083333333334
True,piano,53,65,15.803125000000001,16.025
True,piano,61,60,15.803125000000001,16.047916666666666
False,piano,67,54,15.803125000000001,16.071875
False,piano,78,44,15.978124999999999,16.198958333333334
False,piano,71,77,16.1875,16.396875
False,piano,93,39,16.233333333333334,16.605208333333334
True,piano,65,60,16.372916666666665,16.558333333333334
False,piano,58,54,16.372916666666665,16.75625
True,piano,55,65,16.384375,16.639583333333334
False,piano,75,78,16.570833333333333,16.91875
False,piano,77,39,16.605208333333334,16.8375
False,piano,65,54,16.75625,16.930208333333333
True,piano,52,66,16.767708333333335,16.91875
False,piano,78,39,16.8375,17.0
False,piano,63,80,16.953125,17.4875
False,piano,71,41,17.022916666666667,17.219791666666666
False,piano,59,56,17.139583333333334,17.534375
True,piano,55,63,17.151041666666668,17.360416666666666
False,piano,62,41,17.220833333333335,17.534375
True,piano,49,63,17.534375,17.685416666666665
False,piano,69,75,17.534375,17.778125
False,piano,74,56,17.534375,17.778125
False,piano,68,41,17.534375,17.871875
False,piano,81,48,17.719791666666666,18.138541666666665
False,piano,73,75,17.778125,18.092708333333334
True,piano,50,63,18.092708333333334,18.302083333333332
False,piano,56,53,18.104166666666668,18.266666666666666
False,piano,71,56,18.104166666666668,18.347916666666666
False,piano,56,74,18.115625,18.823958333333334
False,piano,72,48,18.302083333333332,18.56875
False,piano,80,46,18.476041666666667,19.067708333333332
True,piano,64,66,18.870833333333334,19.05625
True,piano,71,62,18.870833333333334,19.126041666666666
False,piano,80,56,18.882291666666667,19.126041666666666
False,piano,45,58,19.067708333333332,19.230208333333334
False,piano,86,46,19.067708333333332,19.404166666666665
False,piano,75,41,19.265625,19.823958333333334
True,piano,69,62,19.451041666666665,19.7875
True,piano,69,66,19.451041666666665,19.798958333333335
False,piano,83,56,19.451041666666665,19.823958333333334
False,piano,76,56,19.823958333333334,20.05625
False,piano,62,41,19.823958333333334,20.05625
False,piano,81,77,19.835416666666667,20.241666666666667
False,piano,85,39,20.020833333333332,20.589583333333334
False,piano,51,42,20.230208333333334,20.392708333333335
True,piano,51,61,20.230208333333334,20.415625
False,piano,70,75,20.230208333333334,20.753125
False,piano,80,39,20.590625,20.996875
True,piano,52,61,20.613541666666666,20.834375
False,piano,66,73,20.613541666666666,20.985416666666666
False,piano,75,46,20.798958333333335,21.379166666666666
False,piano,73,72,20.996875,21.426041666666666
False,piano,37,42,21.159375,21.35625
False,piano,62,54,21.170833333333334,21.35625
True,piano,53,61,21.182291666666668,21.35625
False,piano,54,46,21.379166666666666,21.530208333333334
False,piano,75,75,21.391666666666666,21.904166666666665
True,piano,37,61,21.6,21.739583333333332
False,piano,97,39,21.6,21.95
False,piano,66,73,21.773958333333333,22.146875
False,piano,65,54,21.938541666666666,22.089583333333334
True,piano,45,61,21.938541666666666,22.147916666666667
True,piano,55,65,21.95,22.159375
False,piano,64,39,21.95,22.170833333333334
False,piano,79,72,22.146875,22.51875
False,piano,64,39,22.170833333333334,22.380208333333332
False,piano,82,46,22.333333333333332,22.530208333333334
False,piano,60,54,22.51875,22.715625
False,piano,43,58,22.530208333333334,22.692708333333332
True,piano,49,61,22.530208333333334,22.7625
False,piano,63,46,22.530208333333334,22.785416666666666
True,piano,65,70,22.530208333333334,22.902083333333334
False,piano,62,46,22.902083333333334,23.111458333333335
False,piano,71,72,22.913541666666667,23.308333333333334
False,piano,66,44,23.098958333333332,23.690625
True,piano,53,60,23.308333333333334,23.505208333333332
False,piano,85,72,23.308333333333334,23.691666666666666
True,piano,49,60,23.691666666666666,23.879166666666666
False,piano,69,44,23.691666666666666,23.913541666666667
False,piano,79,72,23.691666666666666,24.07604166666667
False,piano,81,39,23.796875,23.936458333333334
False,piano,89,39,23.947916666666668,24.446875
False,piano,58,73,24.07604166666667,24.459375
True,piano,46,65,24.25,24.43541666666667
True,piano,58,60,24.25,24.47083333333333
False,piano,68,54,24.25,24.563541666666666
False,piano,75,39,24.446875,24.632291666666667
False,piano,65,75,24.458333333333336,25.376041666666666
False,piano,54,39,24.633333333333333,24.795833333333334
False,piano,41,58,24.64479166666667,24.84166666666667
True,piano,42,65,24.64479166666667,24.865625
False,piano,50,54,24.64479166666667,24.911458333333336
False,piano,71,44,24.65625,25.12083333333333
True,piano,91,69,25.422916666666666,25.795833333333334
True,piano,82,70,25.79479166666667,26.178125
True,piano,62,65,26.178125,26.561458333333334
True,piano,73,61,26.178125,26.572916666666664
False,piano,64,77,26.178125,27.11875
False,piano,60,58,26.18958333333333,26.36354166666667
False,piano,50,51,26.18958333333333,26.677083333333336
False,piano,46,42,26.225,26.434375000000003
True,piano,52,70,26.376041666666666,26.538541666666667
True,piano,57,65,26.561458333333334,26.758333333333333
True,piano,71,61,26.572916666666664,26.758333333333333
False,piano,59,58,26.572916666666664,26.76979166666667
False,piano,54,54,26.572916666666664,26.76979166666667
False,piano,50,51,26.759375,26.98020833333333
True,piano,59,65,26.759375,27.15416666666667
True,piano,65,61,26.759375,27.258333333333333
False,piano,50,39,26.770833333333336,26.93333333333333
False,piano,59,58,26.770833333333336,26.944791666666667
False,piano,60,54,26.770833333333336,26.991666666666667
False,piano,56,54,27.153125000000003,27.29270833333333
False,piano,77,51,27.153125000000003,27.45520833333333
True,piano,49,65,27.153125000000003,27.536458333333336
True,piano,63,70,27.153125000000003,27.862499999999997
False,piano,41,82,27.397916666666667,27.5375
True,piano,68,65,27.536458333333336,27.897916666666667
True,piano,51,60,27.536458333333336,27.909374999999997
False,piano,56,54,27.536458333333336,27.909374999999997
False,piano,72,77,27.547916666666666,28.083333333333336
True,piano,78,65,27.897916666666667,28.838541666666664
True,piano,63,60,27.909374999999997,28.91979166666667
False,piano,76,54,27.909374999999997,28.989583333333336
False,piano,80,77,29.08229166666667,29.454166666666666
False,piano,45,53,29.25625,29.395833333333336
False,piano,86,37,29.26770833333333,29.639583333333334
False,piano,65,75,29.465625000000003,29.827083333333334
False,piano,58,53,29.639583333333334,29.780208333333334
False,piano,30,41,29.639583333333334,29.803125
True,piano,59,63,29.639583333333334,29.827083333333334
False,piano,63,37,29.639583333333334,29.91979166666667
False,piano,73,56,29.651041666666664,29.85
False,piano,83,73,29.838541666666664,30.221874999999997
False,piano,57,37,29.91979166666667,30.08229166666667
False,piano,95,44,30.023958333333333,30.209375
False,piano,83,44,30.209375,30.67395833333333
False,piano,58,53,30.22083333333333,30.40625
False,piano,64,72,30.22083333333333,30.62708333333333
False,piano,48,41,30.233333333333334,30.465625000000003
False,piano,69,56,30.615625,30.80104166666667
False,piano,72,75,30.615625,31.021875
False,piano,67,44,30.67395833333333,30.87083333333333
False,piano,85,37,30.790625,30.976041666666667
False,piano,73,37,30.976041666666667,31.382291666666667
False,piano,53,53,30.987499999999997,31.13854166666667
False,piano,60,56,30.987499999999997,31.208333333333336
True,piano,56,63,30.987499999999997,31.382291666666667
False,piano,74,73,30.998958333333334,31.37083333333333
False,piano,49,75,31.359375,31.510416666666664
False,piano,64,56,31.382291666666667,31.54479166666667
True,piano,64,63,31.382291666666667,31.567708333333336
False,piano,64,44,31.382291666666667,31.567708333333336
False,piano,58,37,31.382291666666667,31.648958333333333
False,piano,71,72,31.382291666666667,31.778125000000003
False,piano,42,41,31.393749999999997,31.55625
False,piano,87,44,31.567708333333336,31.940624999999997
True,piano,57,70,31.766666666666666,32.265625
False,piano,59,53,31.940624999999997,32.114583333333336
False,piano,75,44,31.940624999999997,32.126041666666666
False,piano,63,56,31.940624999999997,32.1375
True,piano,42,63,31.952083333333334,32.126041666666666
False,piano,81,44,32.126041666666666,32.358333333333334
False,piano,90,39,32.28958333333333,32.916666666666664
False,piano,44,58,32.33541666666667,32.69583333333333
False,piano,65,77,32.33541666666667,33.10208333333333
True,piano,47,65,32.48645833333333,32.6375
True,piano,64,61,32.520833333333336,32.7875
True,piano,52,61,32.90416666666667,33.10104166666667
False,piano,81,39,32.915625,33.06666666666667
False,piano,67,39,33.06666666666667,33.276041666666664
False,piano,38,58,33.10208333333333,33.438541666666666
False,piano,73,46,33.11354166666667,33.70520833333333
True,piano,58,70,33.31041666666667,33.670833333333334
True,piano,45,66,33.485416666666666,33.63645833333333
False,piano,64,54,33.496875,33.682291666666664
True,piano,69,61,33.496875,33.69375
False,piano,57,58,33.69375,33.86875
False,piano,66,77,33.69375,34.240625
False,piano,73,46,33.70520833333333,33.880208333333336
False,piano,75,44,33.85729166666667,33.996875
True,piano,53,60,33.869791666666664,34.125
False,piano,86,44,33.996875,34.26354166666667
True,piano,65,60,34.25208333333333,34.530208333333334
False,piano,71,54,34.26354166666667,34.49583333333333
False,piano,76,44,34.438541666666666,34.729166666666664
False,piano,90,39,34.6125,35.228125
True,piano,37,66,34.833333333333336,34.97291666666667
True,piano,72,60,34.844791666666666,35.18125
False,piano,68,54,34.844791666666666,35.228125
True,piano,52,60,35.228125,35.40208333333333
False,piano,65,54,35.228125,35.41354166666667
False,piano,72,39,35.228125,35.494791666666664
False,piano,69,77,35.239583333333336,35.61145833333333
False,piano,44,49,35.41354166666667,35.56458333333333
False,piano,69,37,35.41354166666667,35.598958333333336
False,piano,61,37,35.598958333333336,36.053125
False,piano,59,56,35.610416666666666,35.983333333333334
False,piano,67,75,35.610416666666666,35.994791666666664
True,piano,56,63,35.610416666666666,36.110416666666666
False,piano,48,56,35.983333333333334,36.12291666666667
False,piano,64,73,35.994791666666664,36.342708333333334
False,piano,64,37,36.053125,36.27395833333333
False,piano,93,44,36.16979166666667,36.56458333333333
False,piano,58,72,36.378125,36.76145833333333
False,piano,51,56,36.56458333333333,36.76145833333333
False,piano,62,53,36.56458333333333,36.76145833333333
False,piano,82,44,36.56458333333333,36.76145833333333
False,piano,48,41,36.56458333333333,36.878125
True,piano,45,63,36.56458333333333,36.959375
False,piano,70,44,36.76145833333333,36.958333333333336
False,piano,72,75,36.77291666666667,37.16770833333333
False,piano,48,56,36.9125,37.063541666666666
False,piano,38,41,36.93541666666667,37.16770833333333
True,piano,50,63,36.959375,37.121875
False,piano,45,44,36.959375,37.16875
False,piano,88,37,37.005208333333336,37.33020833333333
False,piano,68,73,37.14479166666667,37.516666666666666
False,piano,62,56,37.33020833333333,37.55104166666667
True,piano,67,63,37.33020833333333,37.62083333333333
False,piano,59,37,37.33020833333333,37.69166666666667
True,piano,36,60,37.34166666666667,37.48125
False,piano,64,53,37.34166666666667,37.52708333333333
False,piano,51,44,37.4,37.69166666666667
False,piano,70,72,37.53958333333333,37.889583333333334
False,piano,99,44,37.703125,37.9
False,piano,84,44,37.901041666666664,38.4
False,piano,53,41,37.9125,38.190625
True,piano,69,70,37.9125,38.49270833333333
True,piano,32,60,37.92395833333333,38.08645833333333
True,piano,40,63,37.92395833333333,38.12083333333333
False,piano,39,82,38.28333333333333,38.52708333333333
False,piano,53,53,38.29479166666667,38.434375
False,piano,75,44,38.4,38.55104166666667
True,piano,71,70,38.49270833333333,39.072916666666664
False,piano,76,39,38.515625,39.15416666666667
True,piano,50,65,38.678125,38.817708333333336
False,piano,50,54,38.678125,38.875
True,piano,58,61,38.678125,38.96875
False,piano,73,54,39.061458333333334,39.246875
False,piano,65,82,39.072916666666664,39.583333333333336
False,piano,73,39,39.15416666666667,39.514583333333334
False,piano,88,46,39.259375,39.665625
False,piano,60,80,39.65416666666667,40.340625
False,piano,51,54,39.665625,39.80625
False,piano,63,46,39.665625,39.829166666666666
True,piano,58,61,39.665625,39.921875
False,piano,64,39,39.89895833333333,40.108333333333334
False,piano,78,44,40.014583333333334,40.3625
False,piano,55,54,40.014583333333334,40.409375
True,piano,52,60,40.026041666666664,40.26979166666667
False,piano,74,54,40.409375,40.594791666666666
True,piano,66,60,40.409375,40.66458333333333
False,piano,81,44,40.59583333333333,40.85104166666667
False,piano,90,39,40.76979166666667,41.45520833333333
False,piano,62,77,40.80416666666667,41.140625
False,piano,63,54,40.989583333333336,41.186458333333334
True,piano,56,60,40.989583333333336,41.26770833333333
True,piano,41,66,41.17604166666667,41.41979166666667
False,piano,78,78,41.1875,41.547916666666666
False,piano,77,39,41.454166666666666,41.628125
False,piano,65,80,41.58229166666667,41.75729166666667
False,piano,72,41,41.58229166666667,42.140625
False,piano,70,56,41.75729166666667,41.978125
False,piano,73,56,42.140625,42.36145833333333
False,piano,62,41,42.140625,42.52395833333333
False,piano,79,75,42.15208333333333,42.72083333333333
False,piano,79,48,42.338541666666664,42.76770833333333
False,piano,59,53,42.72083333333333,42.93020833333333
True,piano,36,63,42.72083333333333,42.94166666666667
False,piano,69,56,42.72083333333333,42.94166666666667
False,piano,71,74,42.72083333333333,43.475
False,piano,74,41,42.93020833333333,43.115625
True,piano,58,62,43.104166666666664,43.255208333333336
False,piano,64,56,43.104166666666664,43.30104166666667
False,piano,83,46,43.115625,43.67395833333333
True,piano,73,66,43.498958333333334,43.697916666666664
False,piano,80,56,43.498958333333334,43.709375
True,piano,72,62,43.498958333333334,43.73229166666667
False,piano,48,58,43.675,43.848958333333336
False,piano,85,46,43.675,43.98854166666667
False,piano,78,41,43.848958333333336,44.453125
True,piano,72,66,44.057291666666664,44.39375
True,piano,66,62,44.06979166666667,44.313541666666666
False,piano,78,56,44.06979166666667,44.453125
False,piano,60,41,44.452083333333334,44.684375
False,piano,76,56,44.452083333333334,44.70729166666667
False,piano,78,77,44.463541666666664,44.869791666666664
False,piano,86,39,44.708333333333336,45.20729166666667
True,piano,55,65,44.82395833333333,44.963541666666664
True,piano,53,61,44.846875,45.079166666666666
False,piano,82,75,44.846875,45.264583333333334
False,piano,89,39,45.20729166666667,45.39270833333333
True,piano,50,61,45.23020833333333,45.45104166666667
False,piano,66,73,45.23020833333333,45.60208333333333
False,piano,75,39,45.39270833333333,45.61354166666667
False,piano,73,46,45.415625,45.985416666666666
False,piano,73,72,45.61354166666667,46.079166666666666
False,piano,64,54,45.78854166666667,45.9625
True,piano,54,61,45.8,46.009375
False,piano,58,46,45.98645833333333,46.18333333333333
False,piano,75,75,45.98645833333333,46.473958333333336
False,piano,72,39,46.10208333333333,46.24166666666667
False,piano,87,39,46.24166666666667,46.75208333333333
False,piano,66,73,46.38125,46.74166666666667
True,piano,33,61,46.39270833333333,46.55520833333333
True,piano,56,61,46.56666666666667,46.76354166666667
False,piano,97,39,46.75208333333333,46.91458333333333
False,piano,72,72,46.764583333333334,47.1125
False,piano,77,39,46.91458333333333,47.1
False,piano,59,46,46.95,47.55416666666667
True,piano,52,61,47.135416666666664,47.35625
False,piano,59,54,47.146875,47.35625
True,piano,73,70,47.146875,47.541666666666664
False,piano,72,72,47.541666666666664,47.91458333333333
False,piano,63,46,47.553125,47.740625
False,piano,62,44,47.70625,48.297916666666666
True,piano,44,60,47.91458333333333,48.1
False,piano,62,54,47.91458333333333,48.1
False,piano,84,72,47.91458333333333,48.309375
True,piano,50,60,48.297916666666666,48.494791666666664
False,piano,70,44,48.297916666666666,48.6
False,piano,79,72,48.309375,48.68125
False,piano,81,39,48.41354166666667,48.553125
False,piano,89,39,48.56458333333333,49.098958333333336
False,piano,66,73,48.68125,49.0875
True,piano,46,65,48.86666666666667,49.052083333333336
False,piano,59,54,48.86666666666667,49.25
True,piano,60,60,48.878125,49.0875
False,piano,68,75,49.07604166666667,49.936458333333334
False,piano,62,39,49.098958333333336,49.295833333333334
False,piano,49,54,49.25,49.66875
False,piano,74,44,49.26145833333333,49.575
True,piano,51,60,49.27291666666667,49.516666666666666
False,piano,88,77,50.040625,50.79479166666667
False,piano,69,39,50.702083333333334,50.876041666666666
False,piano,42,42,50.795833333333334,50.969791666666666
True,piano,36,61,50.807291666666664,51.00416666666667
False,piano,73,75,50.807291666666664,51.39895833333333
False,piano,96,39,50.87708333333333,51.202083333333334
False,piano,50,58,51.18958333333333,51.503125
False,piano,79,39,51.202083333333334,51.3875
False,piano,101,39,51.3875,51.584375
False,piano,69,77,51.3875,51.94583333333333
False,piano,92,34,51.561458333333334,51.922916666666666
False,piano,77,39,51.584375,51.817708333333336
False,piano,51,34,51.922916666666666,52.166666666666664
True,piano,59,65,51.934375,52.178125
False,piano,42,46,51.934375,52.20104166666667
False,piano,42,42,51.94583333333333,52.14270833333333
False,piano,54,58,51.94583333333333,52.24791666666667
True,piano,47,61,51.95729166666667,52.2125
False,piano,67,75,51.95729166666667,52.43333333333333
False,piano,65,34,52.166666666666664,52.340625
False,piano,72,44,52.317708333333336,52.93333333333333
False,piano,57,54,52.514583333333334,52.746875
True,piano,57,60,52.53854166666667,52.74791666666667
False,piano,59,77,52.53854166666667,53.09583333333333
False,piano,68,54,52.920833333333334,53.083333333333336
False,piano,60,44,52.93333333333333,53.09583333333333
False,piano,88,39,53.09583333333333,53.665625
False,piano,40,58,53.10729166666667,53.246875
True,piano,62,70,53.11875,53.479166666666664
True,piano,54,65,53.29270833333333,53.478125
False,piano,57,54,53.30416666666667,53.489583333333336
True,piano,55,60,53.30416666666667,53.584375
True,piano,57,65,53.490625,53.619791666666664
False,piano,70,77,53.50208333333333,53.85208333333333
False,piano,76,39,53.665625,53.95625
False,piano,61,54,53.677083333333336,53.828125
False,piano,81,75,53.88645833333333,54.246875
False,piano,88,37,53.967708333333334,54.234375
False,piano,55,37,54.234375,54.594791666666666
False,piano,73,56,54.24583333333333,54.478125
False,piano,52,75,54.24583333333333,54.489583333333336
True,piano,69,63,54.24583333333333,54.536458333333336
False,piano,59,53,54.25729166666667,54.43125
True,piano,52,60,54.25729166666667,54.547916666666666
False,piano,54,44,54.41979166666667,54.640625
False,piano,72,77,54.45520833333333,55.02395833333333
False,piano,99,44,54.65208333333333,55.03541666666667
False,piano,48,53,55.03541666666667,55.175
True,piano,50,63,55.03541666666667,55.22083333333333
False,piano,80,44,55.03541666666667,55.23229166666667
False,piano,69,56,55.03541666666667,55.25625
False,piano,62,75,55.03541666666667,55.58229166666667
False,piano,48,41,55.046875,55.24375
True,piano,40,60,55.046875,55.26770833333333
False,piano,86,44,55.233333333333334,55.41875
False,piano,47,53,55.41875,55.55833333333333
False,piano,53,56,55.41875,55.58229166666667
False,piano,62,44,55.41875,55.59375
True,piano,58,63,55.41875,55.61770833333333
False,piano,88,37,55.41875,55.76875
False,piano,54,77,55.60520833333333,56.162499999999994
False,piano,59,37,55.76875,56.001041666666666
False,piano,68,56,55.791666666666664,56.0125
False,piano,66,53,55.791666666666664,56.02395833333334
True,piano,55,60,55.791666666666664,56.046875
True,piano,65,63,55.791666666666664,56.08229166666666
False,piano,59,44,56.0,56.17395833333333
False,piano,68,37,56.0,56.22083333333333
False,piano,83,44,56.186458333333334,56.371875
True,piano,64,70,56.19791666666667,56.534375
False,piano,42,41,56.371875,56.51145833333334
True,piano,44,60,56.371875,56.534375
True,piano,40,63,56.371875,56.662499999999994
False,piano,74,44,56.371875,56.75520833333333
False,piano,70,77,56.58125,57.045833333333334
False,piano,60,56,56.75520833333333,56.91770833333334
False,piano,73,44,56.75520833333333,57.05729166666667
False,piano,83,39,56.92916666666666,57.58020833333333
False,piano,73,75,56.96458333333334,57.53333333333333
True,piano,35,61,57.150000000000006,57.33541666666666
False,piano,46,42,57.150000000000006,57.405208333333334
False,piano,54,77,57.53333333333333,58.068749999999994
False,piano,67,39,57.58020833333333,58.009375000000006
False,piano,81,46,57.70833333333333,58.25416666666666
False,piano,39,58,57.719791666666666,58.08020833333333
True,piano,32,66,58.09166666666667,58.25416666666666
False,piano,50,54,58.103125000000006,58.25416666666666
False,piano,48,42,58.11458333333333,58.311458333333334
True,piano,52,61,58.126041666666666,58.346875
False,piano,74,75,58.126041666666666,58.70625
False,piano,74,39,58.346875,58.61354166666666
False,piano,93,44,58.48645833333333,58.86979166666667
False,piano,65,77,58.69479166666666,59.26354166666667
